epoch;lr;epoch_time;train_loss;train_dice;train_iou;train_acc;train_precision;train_recall;train_f1;val_loss;val_dice;val_iou;val_acc;val_precision;val_recall;val_f1
27;1e-05;87.25767779350281;0.0013510618788276534;0.9987466931343079;0.9979797601699829;0.999937891960144;0.9981836676597595;0.9997953176498413;0.9989888668060303;3.2422799382890974;0.29218029975891113;0.16244056820869446;0.9631302356719971;0.24936749041080475;0.31786882877349854;0.2794819176197052
28;1e-05;86.92032814025879;0.0013352070321384448;0.9987656474113464;0.9980227947235107;0.9999392032623291;0.9982291460037231;0.9997929334640503;0.9990103840827942;3.240884440285819;0.29034310579299927;0.1613732874393463;0.9626510143280029;0.24589993059635162;0.31947681307792664;0.2779008150100708
29;1e-05;86.83423900604248;0.0013234956577013166;0.9987761974334717;0.9980332255363464;0.999939501285553;0.998235285282135;0.9997971653938293;0.9990156292915344;3.2493964603969028;0.2915137708187103;0.16200873255729675;0.9632405638694763;0.2495591938495636;0.3159117102622986;0.2788425385951996
30;1.0000000000000002e-06;87.07132577896118;0.0013088587720088956;0.9987742900848389;0.9980340600013733;0.999939501285553;0.9982315897941589;0.9998016953468323;0.9990160465240479;3.233298131397792;0.2930506765842438;0.16278862953186035;0.9627774953842163;0.24784718453884125;0.3217305839061737;0.27999693155288696
31;1.0000000000000002e-06;86.92196202278137;0.0013251254325023303;0.9987796545028687;0.998051106929779;0.9999400973320007;0.9982550740242004;0.9997953176498413;0.9990245699882507;3.255645445414952;0.2911529242992401;0.16181764006614685;0.9629814624786377;0.24801041185855865;0.3176915645599365;0.27855944633483887
32;1.0000000000000002e-06;86.91819310188293;0.0013128858308665552;0.9987809658050537;0.9980461597442627;0.9999399185180664;0.9982417821884155;0.9998036623001099;0.9990221261978149;3.266938720430647;0.2892245948314667;0.1600131392478943;0.9624237418174744;0.2435002475976944;0.31819620728492737;0.2758815884590149
33;1.0000000000000002e-06;86.84540939331055;0.001332863065142752;0.9987845420837402;0.9980535507202148;0.9999400973320007;0.9982646107673645;0.999788224697113;0.999025821685791;3.2479235444750105;0.29209426045417786;0.16276466846466064;0.963259756565094;0.2503565549850464;0.3175070583820343;0.279961496591568
34;1.0000000000000002e-06;86.98826909065247;0.0013087886583756977;0.9987868666648865;0.9980575442314148;0.9999402761459351;0.9982588887214661;0.9997979998588562;0.9990277886390686;3.2497404643467496;0.2902451455593109;0.1607806533575058;0.9623885750770569;0.2440381646156311;0.32031428813934326;0.2770216166973114
35;1.0000000000000002e-06;87.15930247306824;0.0013075490036535244;0.998788058757782;0.998063325881958;0.9999403953552246;0.9982615113258362;0.9998010993003845;0.9990306496620178;3.264462947845459;0.28987663984298706;0.1609162986278534;0.9627683758735657;0.24607522785663605;0.3173985183238983;0.2772229015827179
36;1.0000000000000002e-06;87.19540596008301;0.0013065745927615473;0.9987945556640625;0.9980698823928833;0.9999405741691589;0.9982678890228271;0.9998012781143188;0.9990339875221252;3.2565929889678955;0.2904137969017029;0.1615610271692276;0.9629068374633789;0.24738508462905884;0.31772953271865845;0.2781791388988495
37;1.0000000000000002e-06;86.80571007728577;0.0013027594826455593;0.998801052570343;0.9980812072753906;0.9999409914016724;0.998276948928833;0.9998035430908203;0.9990397095680237;3.24562178339277;0.28981781005859375;0.1605623960494995;0.9622402191162109;0.24310769140720367;0.3210577070713043;0.27669757604599
